ID	Stromal_score	Immune_score	ESTIMATE_score	CancerType
TCGA-HT-8563-01	410.287484	2096.301291	2506.588775	LGG
TCGA-FG-A60K-01	-1524.120797	-378.1848771	-1902.305674	LGG
TCGA-CS-5397-01	-637.5578358	45.5647841	-591.9930517	LGG
TCGA-E1-5322-01	-867.4233666	559.6888627	-307.7345039	LGG
TCGA-HT-8558-01	-1386.949659	-1289.590108	-2676.539767	LGG
TCGA-S9-A6U8-01	-953.7987905	237.5759755	-716.222815	LGG
TCGA-HT-7854-01	-461.4784452	656.4098944	194.9314492	LGG
TCGA-HT-7467-01	-1191.801182	-744.1076018	-1935.908784	LGG
TCGA-HT-7874-01	-1335.032809	-998.9962137	-2334.029023	LGG
TCGA-S9-A6TV-01	-362.6123874	1043.481557	680.8691692	LGG
TCGA-VM-A8CD-01	-730.8475463	388.9201094	-341.927437	LGG
TCGA-HT-7616-01	-538.4139237	878.9250849	340.5111612	LGG
TCGA-KT-A7W1-01	-1297.943289	-350.3806954	-1648.323984	LGG
TCGA-P5-A5F2-01	-1435.769792	-885.0654703	-2320.835262	LGG
TCGA-HT-7607-01	-1083.346834	-627.2777863	-1710.624621	LGG
TCGA-HT-7873-01	-1159.959611	-193.607738	-1353.567349	LGG
TCGA-HT-7603-01	-1409.264093	-974.7509273	-2384.015021	LGG
TCGA-DB-A64P-01	-1123.66373	-285.4686902	-1409.13242	LGG
TCGA-HW-7486-01	-1040.029014	-178.6990905	-1218.728104	LGG
TCGA-P5-A5F1-01	-829.9922495	127.9416391	-702.0506104	LGG
TCGA-DU-7011-01	-172.0139816	779.0603048	607.0463232	LGG
TCGA-P5-A77X-01	-1648.511414	-1159.305202	-2807.816616	LGG
TCGA-HW-7493-01	-515.9458857	156.5276906	-359.4181951	LGG
TCGA-VM-A8CA-01	-775.2919768	63.0519117	-712.2400651	LGG
TCGA-DU-7015-01	-827.7775943	739.3564449	-88.4211493	LGG
TCGA-TM-A7C5-01	-1564.718749	-804.7825034	-2369.501253	LGG
TCGA-DU-8162-01	-925.7264405	-620.5031336	-1546.229574	LGG
TCGA-TM-A84O-01	-1179.963794	-336.5534235	-1516.517218	LGG
TCGA-S9-A7R3-01	-948.6315059	122.4885851	-826.1429209	LGG
TCGA-TQ-A7RN-01	-1573.579649	-823.124737	-2396.704386	LGG
TCGA-DU-A6S6-01	-1690.235305	-1389.672378	-3079.907683	LGG
TCGA-P5-A735-01	-1503.184621	-349.465297	-1852.649918	LGG
TCGA-HT-7691-01	-328.2113022	612.6438801	284.4325779	LGG
TCGA-FG-A6J1-01	-1060.321651	53.4659342	-1006.855717	LGG
TCGA-S9-A7R7-01	-70.9525682	1033.656733	962.7041652	LGG
TCGA-DU-6402-01	-385.3517565	801.9690726	416.6173161	LGG
TCGA-HT-7684-01	-812.8710591	377.3440994	-435.5269597	LGG
TCGA-HT-8104-01	-854.347398	-232.9259084	-1087.273306	LGG
TCGA-FN-7833-01	-322.8997644	1187.769311	864.8695465	LGG
TCGA-HT-7473-01	-351.6528361	1240.614134	888.9612974	LGG
TCGA-HT-8019-01	-1343.474585	-1307.345769	-2650.820354	LGG
TCGA-TQ-A7RU-01	-1558.248912	-894.1672497	-2452.416162	LGG
TCGA-DB-A4XF-01	-1001.30506	-176.6051892	-1177.910249	LGG
TCGA-FG-A713-01	-1315.154733	-1161.066349	-2476.221082	LGG
TCGA-E1-A7YL-01	-416.6133689	877.1788416	460.5654727	LGG
TCGA-CS-5396-01	-1024.866405	-356.8748762	-1381.741281	LGG
TCGA-HW-8322-01	-1435.339833	-481.6920484	-1917.031881	LGG
TCGA-S9-A6U9-01	-463.5067791	716.9232975	253.4165184	LGG
TCGA-HT-7676-01	-923.8428654	603.4647293	-320.3781361	LGG
TCGA-HT-7469-01	-1296.755251	-540.1915959	-1836.946847	LGG
TCGA-HT-7478-01	-292.9784072	1367.078235	1074.099828	LGG
TCGA-DU-A5TW-01	-1410.26365	-487.3642818	-1897.627932	LGG
TCGA-S9-A6TX-01	-1350.411835	-521.9636975	-1872.375533	LGG
TCGA-RY-A83Z-01	-1531.620658	-47.3093122	-1578.92997	LGG
TCGA-FG-A6IZ-01	-1457.423513	-265.7764339	-1723.199947	LGG
TCGA-CS-4941-01	-622.0826596	836.8960505	214.8133909	LGG
TCGA-DH-A7UT-01	-1242.432439	65.5389494	-1176.89349	LGG
TCGA-DU-5871-01	-1111.755266	174.2052962	-937.5499696	LGG
TCGA-HW-8321-01	-1021.432105	-95.6706702	-1117.102775	LGG
TCGA-EZ-7264-01	-1638.358006	-1172.379126	-2810.737132	LGG
TCGA-CS-6666-01	-784.8054869	-56.3478772	-841.1533641	LGG
TCGA-HW-7491-01	-1485.358203	-863.3886498	-2348.746853	LGG
TCGA-S9-A6U1-01	-1145.83634	-160.7416502	-1306.57799	LGG
TCGA-E1-5307-01	-1261.452509	-126.6914031	-1388.143912	LGG
TCGA-DU-A76L-01	9.1217312	757.5715161	766.6932473	LGG
TCGA-HW-7495-01	-1381.356805	-1032.776664	-2414.133469	LGG
TCGA-CS-6669-01	-1433.970356	-1437.010019	-2870.980375	LGG
TCGA-HT-7481-01	-1370.615537	-890.0857698	-2260.701307	LGG
TCGA-DU-8163-01	-806.6761085	534.665819	-272.0102896	LGG
TCGA-HT-8110-01	-351.8073524	1419.650854	1067.843502	LGG
TCGA-RY-A840-01	-1691.233135	-771.9823652	-2463.2155	LGG
TCGA-VM-A8C9-01	-236.9031726	1215.243197	978.3400244	LGG
TCGA-HW-8319-01	-1309.735543	-643.7400715	-1953.475615	LGG
TCGA-HT-7482-01	-713.5641119	386.4347836	-327.1293282	LGG
TCGA-QH-A6CW-01	-1109.43159	150.2795958	-959.1519944	LGG
TCGA-DU-5870-01	-1021.274922	-239.9451551	-1261.220078	LGG
TCGA-TM-A84S-01	-1210.955623	-250.2338696	-1461.189492	LGG
TCGA-RY-A845-01	-1341.629618	-392.7595887	-1734.389207	LGG
TCGA-FG-8182-01	-997.6062433	182.9128198	-814.6934235	LGG
TCGA-FG-6688-01	-585.6768375	716.5771263	130.9002888	LGG
TCGA-TQ-A7RP-01	-690.9270845	-166.8612046	-857.7882891	LGG
TCGA-HT-8113-01	-1531.064012	-1177.493283	-2708.557295	LGG
TCGA-HT-7689-01	-1139.67543	-72.3937962	-1212.069226	LGG
TCGA-FG-7638-01	-1294.643211	-627.7680051	-1922.411216	LGG
TCGA-DU-7013-01	-988.0839905	96.2424533	-891.8415372	LGG
TCGA-E1-A7Z3-01	-902.9402026	-150.3456592	-1053.285862	LGG
TCGA-HT-7476-01	-576.6862789	-334.253447	-910.939726	LGG
TCGA-TQ-A7RG-01	-1237.660598	-261.8831256	-1499.543724	LGG
TCGA-FG-8181-01	-1069.38015	-934.8869083	-2004.267059	LGG
TCGA-DU-A7T6-01	-1133.649253	-735.4092162	-1869.058469	LGG
TCGA-DB-A4XC-01	-1108.9328	144.6948457	-964.2379542	LGG
TCGA-FG-A4MW-01	-1092.013934	-320.2974793	-1412.311413	LGG
TCGA-DH-5142-01	-538.0434564	1114.946789	576.9033326	LGG
TCGA-S9-A6U2-01	-1116.071698	-363.8192481	-1479.890946	LGG
TCGA-TQ-A7RH-01	-914.3248852	304.4939611	-609.8309242	LGG
TCGA-DB-A75M-01	-1122.295149	-37.8396233	-1160.134772	LGG
TCGA-HT-8012-01	-1384.13421	-592.8176964	-1976.951906	LGG
TCGA-S9-A7QW-01	-1695.723056	-933.6677688	-2629.390825	LGG
TCGA-P5-A733-01	-1315.118937	-656.8957243	-1972.014661	LGG
TCGA-E1-A7Z4-01	-1253.414953	302.0617789	-951.3531739	LGG
TCGA-DU-A5TR-01	-380.5856113	1547.901391	1167.315779	LGG
TCGA-FG-8185-01	-1364.701256	-453.2395633	-1817.940819	LGG
TCGA-HW-8320-01	-1077.278087	-43.7623424	-1121.04043	LGG
TCGA-CS-6667-01	-1100.964386	-177.2259563	-1278.190342	LGG
TCGA-DU-5849-01	-1342.574186	-545.9346124	-1888.508798	LGG
TCGA-DB-5279-01	-1239.930956	-495.3178217	-1735.248778	LGG
TCGA-CS-6670-01	-1414.394243	-932.6209447	-2347.015188	LGG
TCGA-DB-A64V-01	-704.9513573	731.8802899	26.9289326	LGG
TCGA-DU-5854-01	-339.9503676	580.9952406	241.0448729	LGG
TCGA-DH-A7UR-01	-1363.948308	-1026.372555	-2390.320863	LGG
TCGA-S9-A6WL-01	-951.4359698	-828.3102192	-1779.746189	LGG
TCGA-HT-7880-01	-1230.292183	-634.2970654	-1864.589248	LGG
TCGA-E1-5318-01	-981.2672574	-566.6451252	-1547.912383	LGG
TCGA-DU-6393-01	-1718.561425	-1057.030002	-2775.591427	LGG
TCGA-DU-5853-01	-859.5510543	576.7566537	-282.7944006	LGG
TCGA-TM-A84J-01	-1211.198377	-901.3550632	-2112.553441	LGG
TCGA-FG-5962-01	-1309.797226	-769.4448529	-2079.242079	LGG
TCGA-F6-A8O4-01	-1548.984653	-943.6773699	-2492.662023	LGG
TCGA-S9-A7R1-01	-1526.836452	-1022.521478	-2549.357929	LGG
TCGA-TM-A84M-01	-1801.895556	-1087.663591	-2889.559147	LGG
TCGA-HT-8107-01	-1218.481037	-1099.463801	-2317.944838	LGG
TCGA-P5-A72W-01	-1346.865087	-320.0183614	-1666.883448	LGG
TCGA-FG-A70Y-01	-897.7862675	271.3361911	-626.4500764	LGG
TCGA-TM-A84R-01	-1426.305599	-1280.788597	-2707.094196	LGG
TCGA-HW-A5KM-01	-188.9965367	1888.230846	1699.234309	LGG
TCGA-HT-7477-01	-1224.160338	-447.1369177	-1671.297256	LGG
TCGA-FG-A87Q-01	-205.5811406	899.2828163	693.7016756	LGG
TCGA-FG-A70Z-01	-267.0950932	446.5561838	179.4610906	LGG
TCGA-FG-A4MU-01	-472.3047663	738.0983454	265.7935791	LGG
TCGA-DB-A4XB-01	-1430.3934	-474.2552454	-1904.648645	LGG
TCGA-WY-A85D-01	-1205.206099	23.3896214	-1181.816477	LGG
TCGA-FG-7641-01	-1724.647033	-1375.596654	-3100.243688	LGG
TCGA-DU-5872-01	-723.015304	339.5317631	-383.4835409	LGG
TCGA-FG-6689-01	-1039.70595	162.4863637	-877.2195862	LGG
TCGA-DB-5277-01	-1278.384378	-713.9421981	-1992.326576	LGG
TCGA-HT-A615-01	-1012.308752	438.5342039	-573.774548	LGG
TCGA-DU-7301-01	-590.1879966	421.6669203	-168.5210762	LGG
TCGA-P5-A5EW-01	-1042.560465	-90.2541022	-1132.814567	LGG
TCGA-HT-A5RB-01	-1458.008863	-1060.08765	-2518.096513	LGG
TCGA-E1-A7YN-01	176.330419	1885.430207	2061.760626	LGG
TCGA-QH-A6XC-01	-1084.498154	-236.2417643	-1320.739919	LGG
TCGA-S9-A6WN-01	-519.6189129	921.7942128	402.1753	LGG
TCGA-DB-A64L-01	-1432.65261	-225.4672403	-1658.11985	LGG
TCGA-TM-A84I-01	-1371.479213	-305.7160638	-1677.195277	LGG
TCGA-QH-A6CZ-01	-1534.736193	-1061.580847	-2596.31704	LGG
TCGA-WY-A858-01	-357.4917798	923.7287627	566.2369829	LGG
TCGA-VM-A8CB-01	-1736.230557	-850.2935989	-2586.524156	LGG
TCGA-VM-A8CF-01	-646.1623559	895.4568275	249.2944717	LGG
TCGA-HT-7608-01	-981.2653561	-231.1731505	-1212.438507	LGG
TCGA-CS-4938-01	-939.2950586	-142.9576504	-1082.252709	LGG
TCGA-QH-A6X5-01	-1380.214625	-543.1014334	-1923.316059	LGG
TCGA-DU-8166-01	-1080.867304	-127.9552112	-1208.822516	LGG
TCGA-HT-8018-01	-105.1100117	479.5295749	374.4195632	LGG
TCGA-DU-7292-01	-1121.368677	-791.0110656	-1912.379743	LGG
TCGA-S9-A6TU-01	-867.7281653	344.7271329	-523.0010324	LGG
TCGA-DB-A75P-01	-894.7941064	-258.7906922	-1153.584799	LGG
TCGA-FG-6691-01	-543.0469991	821.0625349	278.0155358	LGG
TCGA-DU-6399-01	-800.6308914	324.2562364	-476.374655	LGG
TCGA-S9-A7IQ-01	-1566.738657	-1454.435073	-3021.173729	LGG
TCGA-S9-A6WI-01	-1303.147756	-1171.954534	-2475.10229	LGG
TCGA-DB-A64S-01	-565.8675415	676.5455116	110.6779701	LGG
TCGA-FG-6692-01	-909.6810929	312.207326	-597.4737669	LGG
TCGA-HW-7489-01	-1223.416963	-617.9075999	-1841.324563	LGG
TCGA-HT-A618-01	-653.1601708	1203.064117	549.9039465	LGG
TCGA-QH-A65S-01	-1102.97336	111.8758635	-991.0974966	LGG
TCGA-DU-7019-01	-729.7162388	17.2003289	-712.5159099	LGG
TCGA-DU-A7TJ-01	-921.5408463	122.8648062	-798.6760401	LGG
TCGA-TM-A84H-01	-1561.865939	-686.1495307	-2248.01547	LGG
TCGA-S9-A7R8-01	-1059.890696	235.5949626	-824.2957335	LGG
TCGA-S9-A7R4-01	-406.0402667	270.7684945	-135.2717722	LGG
TCGA-S9-A7J3-01	-1394.194027	-335.6988563	-1729.892883	LGG
TCGA-TM-A84L-01	-801.5399234	305.6572217	-495.8827017	LGG
TCGA-E1-A7YH-01	-1297.549039	-100.18665	-1397.735689	LGG
TCGA-P5-A5EV-01	-1215.982772	-128.3061256	-1344.288897	LGG
TCGA-DU-A7TD-01	-563.082316	938.8179942	375.7356783	LGG
TCGA-HW-A5KL-01	-1193.34598	-65.3204572	-1258.666437	LGG
TCGA-RY-A83X-01	-1565.103687	-931.7108088	-2496.814496	LGG
TCGA-HT-7687-01	-1198.224276	-335.3707849	-1533.59506	LGG
TCGA-WY-A85A-01	-1423.705506	-254.3322831	-1678.037789	LGG
TCGA-DB-5281-01	-932.4599673	-511.5666232	-1444.02659	LGG
TCGA-E1-A7YK-01	-502.2023883	1128.746695	626.5443067	LGG
TCGA-DU-A5TU-01	-689.9163558	833.5523938	143.6360381	LGG
TCGA-DU-A7TA-01	-786.3620002	390.7836702	-395.57833	LGG
TCGA-CS-5395-01	-1023.906526	-663.7463667	-1687.652892	LGG
TCGA-TQ-A7RR-01	-1089.013587	21.678764	-1067.334823	LGG
TCGA-HT-A5R5-01	-665.1985117	558.1054759	-107.0930358	LGG
TCGA-QH-A65V-01	-1309.469008	-279.8628686	-1589.331876	LGG
TCGA-S9-A6WP-01	-1198.206605	131.1375722	-1067.069032	LGG
TCGA-S9-A6U5-01	-1227.476972	339.9668753	-887.5100963	LGG
TCGA-E1-A7YO-01	-1472.46557	-1041.788083	-2514.253653	LGG
TCGA-QH-A6X8-01	-1500.90511	-516.0137357	-2016.918846	LGG
TCGA-HT-7610-01	-1297.660545	-915.8219745	-2213.482519	LGG
TCGA-HT-7875-01	-1545.085017	-1153.909156	-2698.994173	LGG
TCGA-R8-A6MK-01	-1501.086945	-524.4416406	-2025.528586	LGG
TCGA-P5-A5F0-01	-1834.337166	-1363.809444	-3198.146611	LGG
TCGA-R8-A73M-01	-1689.167784	-904.8872904	-2594.055075	LGG
TCGA-S9-A6TS-01	-1149.39771	-53.9863733	-1203.384084	LGG
TCGA-S9-A6TW-01	-1008.441673	-386.4975997	-1394.939273	LGG
TCGA-E1-5303-01	-595.5297255	933.6560057	338.1262803	LGG
TCGA-HT-7606-01	-1476.564652	-544.38482	-2020.949472	LGG
TCGA-DU-6408-01	-1142.563382	37.3340917	-1105.22929	LGG
TCGA-FG-5964-01	-1015.315841	373.5891335	-641.7267071	LGG
TCGA-DB-A64Q-01	-1556.95387	-670.3012518	-2227.255122	LGG
TCGA-S9-A7IZ-01	-1041.827739	25.4086302	-1016.419109	LGG
TCGA-S9-A6WH-01	-1615.904864	-789.9127312	-2405.817595	LGG
TCGA-HT-7602-01	-981.1448407	32.9682864	-948.1765543	LGG
TCGA-DU-A6S8-01	-1565.512566	-849.1984057	-2414.710972	LGG
TCGA-HT-7858-01	-818.3880174	746.0534473	-72.3345702	LGG
TCGA-S9-A6WD-01	-1659.473	-887.4251523	-2546.898152	LGG
TCGA-HT-7860-01	-555.1591688	620.8695521	65.7103833	LGG
TCGA-DU-7006-01	-402.8588513	963.050634	560.1917827	LGG
TCGA-DU-7009-01	-1593.079643	-1183.809778	-2776.889421	LGG
TCGA-DU-7010-01	-941.8288469	-477.0939841	-1418.922831	LGG
TCGA-QH-A6X3-01	-1250.370936	-316.4260721	-1566.797009	LGG
TCGA-DU-8164-01	-1586.973181	-1150.466542	-2737.439723	LGG
TCGA-DU-7018-01	-1535.67812	-1145.859	-2681.53712	LGG
TCGA-RY-A843-01	-1309.550936	-412.1700905	-1721.721026	LGG
TCGA-DU-7014-01	-1000.218359	-119.3018183	-1119.520177	LGG
TCGA-HT-7693-01	-976.9442908	551.2843622	-425.6599286	LGG
TCGA-FG-A6J3-01	-291.6900282	1121.746558	830.0565294	LGG
TCGA-HT-8106-01	236.5266037	2620.484322	2857.010925	LGG
TCGA-HT-7472-01	-729.136861	460.973252	-268.163609	LGG
TCGA-HT-7855-01	-1309.415679	-312.588746	-1622.004425	LGG
TCGA-DB-A4XG-01	-1817.003641	-1387.251563	-3204.255204	LGG
TCGA-HT-A5RC-01	-819.6912255	190.7053736	-628.9858519	LGG
TCGA-VM-A8C8-01	-1065.273784	6.6202175	-1058.653566	LGG
TCGA-HT-7681-01	-1126.902524	-310.9619531	-1437.864477	LGG
TCGA-DU-A6S2-01	-1581.218197	-1001.182997	-2582.401194	LGG
TCGA-DU-7309-01	-960.0212429	-441.209313	-1401.230556	LGG
TCGA-DB-A4XH-01	-1445.005716	-1139.92299	-2584.928706	LGG
TCGA-HT-7485-01	-1056.12773	-159.713489	-1215.841219	LGG
TCGA-VW-A7QS-01	-1517.667864	-863.6062359	-2381.2741	LGG
TCGA-VV-A86M-01	-1149.326502	254.7173183	-894.609184	LGG
TCGA-E1-A7YV-01	-1591.013312	-970.1270063	-2561.140319	LGG
TCGA-HT-7468-01	-1365.707915	-577.1939443	-1942.901859	LGG
TCGA-HT-7677-01	-1372.067625	-718.2507139	-2090.318339	LGG
TCGA-DU-A5TY-01	-229.0130555	1272.42966	1043.416605	LGG
TCGA-HT-8109-01	-1145.309426	-513.6670155	-1658.976441	LGG
TCGA-HT-7479-01	-590.8441955	350.0882294	-240.7559661	LGG
TCGA-DB-5275-01	-1375.660798	-326.347491	-1702.008289	LGG
TCGA-TM-A7C4-01	-1474.355549	-1080.940358	-2555.295907	LGG
TCGA-DH-A7UU-01	-1320.697547	-425.7945545	-1746.492102	LGG
TCGA-HT-A4DV-01	-1255.467723	-345.0712023	-1600.538925	LGG
TCGA-FG-8186-01	-926.6373809	372.5104654	-554.1269155	LGG
TCGA-FG-A4MT-01	-1368.412993	-442.7464487	-1811.159442	LGG
TCGA-E1-5305-01	-1042.692875	-206.6570663	-1249.349941	LGG
TCGA-CS-5393-01	-1011.608015	295.1089051	-716.4991102	LGG
TCGA-DU-6395-01	-1091.118988	-75.0844315	-1166.20342	LGG
TCGA-DB-A64X-01	-1312.501656	-463.886208	-1776.387864	LGG
TCGA-S9-A7IS-01	-1523.294933	-466.3809374	-1989.675871	LGG
TCGA-HT-7856-01	-1297.472969	-1045.146535	-2342.619504	LGG
TCGA-QH-A6XA-01	-1127.185229	-231.0286346	-1358.213864	LGG
TCGA-P5-A77W-01	-1657.268994	-1002.410727	-2659.679721	LGG
TCGA-CS-4942-01	-755.3407086	921.649292	166.3085834	LGG
TCGA-CS-6186-01	-1189.777052	-292.4577313	-1482.234783	LGG
TCGA-DU-7008-01	-1549.171498	-810.1351852	-2359.306683	LGG
TCGA-HT-7688-01	-1446.371156	-1063.12008	-2509.491235	LGG
TCGA-DU-A7T8-01	-700.4733495	304.5120064	-395.9613431	LGG
TCGA-DU-A6S3-01	-1649.512501	-1185.845976	-2835.358477	LGG
TCGA-DB-A64U-01	-1389.287961	-690.1265141	-2079.414475	LGG
TCGA-HT-A61C-01	-804.5892773	323.6423469	-480.9469305	LGG
TCGA-TQ-A7RF-01	-1366.244502	-220.2833947	-1586.527896	LGG
TCGA-F6-A8O3-01	-1801.321188	-1205.133025	-3006.454212	LGG
TCGA-R8-A6ML-01	-1712.764122	-864.7198488	-2577.483971	LGG
TCGA-DU-A5TT-01	-798.4117024	-71.9600099	-870.3717123	LGG
TCGA-QH-A870-01	-1446.852992	-591.9242356	-2038.777228	LGG
TCGA-DB-A75O-01	-1017.639835	574.5764999	-443.0633355	LGG
TCGA-HT-8111-01	-940.2988701	431.4106753	-508.8881947	LGG
TCGA-S9-A7QZ-01	-1696.492963	-1232.11352	-2928.606483	LGG
TCGA-DB-5273-01	-515.4249845	516.9551408	1.5301563	LGG
TCGA-HT-7470-01	-1108.962602	-534.1367501	-1643.099352	LGG
TCGA-FG-A4MY-01	-1238.995608	-316.0528087	-1555.048417	LGG
TCGA-HT-8108-01	-1024.178236	558.7921463	-465.3860899	LGG
TCGA-DB-A4XE-01	-1403.796215	-474.2390907	-1878.035306	LGG
TCGA-HT-A4DS-01	-908.7094692	757.3873193	-151.3221499	LGG
TCGA-DU-8158-01	-334.3779292	834.5827811	500.2048518	LGG
TCGA-HT-7474-01	-1254.773022	-744.9673537	-1999.740375	LGG
TCGA-DH-5143-01	-926.5781148	-34.0869127	-960.6650275	LGG
TCGA-TQ-A7RJ-01	-1128.959512	93.8757676	-1035.083745	LGG
TCGA-S9-A7QY-01	-1586.980399	-849.0400034	-2436.020402	LGG
TCGA-DB-A4XA-01	-1039.285991	-75.2535186	-1114.53951	LGG
TCGA-P5-A731-01	-758.7738129	-169.7121366	-928.4859494	LGG
TCGA-E1-A7YE-01	-388.5724333	966.9919332	578.4194999	LGG
TCGA-FG-A710-01	-884.1920435	609.4662795	-274.7257641	LGG
TCGA-HT-8010-01	-1040.486047	-481.4863732	-1521.97242	LGG
TCGA-DU-7299-01	-1195.780086	-12.4839206	-1208.264007	LGG
TCGA-DB-5270-01	-616.8313553	-75.1636978	-691.9950531	LGG
TCGA-KT-A74X-01	-1532.616164	-374.582535	-1907.198699	LGG
TCGA-DB-A75L-01	-1174.567107	-190.5346486	-1365.101756	LGG
TCGA-HT-A616-01	-1238.470695	-808.7693651	-2047.24006	LGG
TCGA-HT-A74K-01	-733.2884902	20.1564208	-713.1320694	LGG
TCGA-WY-A85C-01	-1267.886906	-195.3980273	-1463.284933	LGG
TCGA-FG-8188-01	-970.7439836	-111.7896721	-1082.533656	LGG
TCGA-DU-A6S7-01	-1129.861795	161.8367561	-968.0250393	LGG
TCGA-DU-7294-01	-1396.940285	-796.5744655	-2193.514751	LGG
TCGA-DB-5274-01	-755.0194431	322.0174614	-433.0019816	LGG
TCGA-HT-7604-01	-1228.220009	-542.8738106	-1771.093819	LGG
TCGA-TM-A84F-01	-532.7547204	1320.744638	787.9899175	LGG
TCGA-DB-A64O-01	-804.812115	-142.8950915	-947.7072065	LGG
TCGA-HT-7884-01	-1407.090959	-839.3298203	-2246.420779	LGG
TCGA-S9-A6WE-01	-1367.241319	-544.9269313	-1912.168251	LGG
TCGA-QH-A6CY-01	-1433.697946	-768.8002122	-2202.498158	LGG
TCGA-S9-A6WM-01	-784.4721427	-315.7303155	-1100.202458	LGG
TCGA-HT-A5RA-01	-656.5298125	207.6639074	-448.8659052	LGG
TCGA-QH-A6CV-01	-834.1658774	508.2533564	-325.912521	LGG
TCGA-VM-A8CE-01	-1209.336952	-556.6385195	-1765.975472	LGG
TCGA-DU-5852-01	-505.8167526	443.7413063	-62.0754463	LGG
TCGA-P5-A72U-01	79.7527586	702.6348074	782.387566	LGG
TCGA-DB-A75K-01	-963.6841844	210.8516358	-752.8325486	LGG
TCGA-DU-6410-01	-1753.079883	-1501.415678	-3254.495562	LGG
TCGA-QH-A65Z-01	-1589.685844	-753.0784642	-2342.764308	LGG
TCGA-S9-A7IY-01	-1071.589153	350.1491771	-721.4399762	LGG
TCGA-P5-A781-01	-1316.898347	-663.7894504	-1980.687798	LGG
TCGA-TM-A84G-01	-1789.082366	-1250.995862	-3040.078228	LGG
TCGA-HW-A5KK-01	-447.6756648	987.0310925	539.3554277	LGG
TCGA-E1-5311-01	-1503.87358	-1049.618186	-2553.491765	LGG
TCGA-FG-7634-01	-365.7850949	477.72357	111.938475	LGG
TCGA-DU-5855-01	-896.9299658	458.894081	-438.0358849	LGG
TCGA-DU-6396-01	-313.0150908	1506.993362	1193.978271	LGG
TCGA-FG-7643-01	-987.7746349	-621.7988003	-1609.573435	LGG
TCGA-TM-A84C-01	-698.8260157	316.7690903	-382.0569254	LGG
TCGA-WY-A85E-01	-1644.005392	-833.9032235	-2477.908615	LGG
TCGA-DU-7298-01	-1194.209413	-125.920254	-1320.129667	LGG
TCGA-TM-A84T-01	-1183.534457	-125.0229887	-1308.557445	LGG
TCGA-FG-7637-01	-1234.210327	-724.8589955	-1959.069323	LGG
TCGA-HT-A5R9-01	-1420.769493	-910.6890258	-2331.458519	LGG
TCGA-HT-A614-01	-1279.096604	-283.9304356	-1563.02704	LGG
TCGA-QH-A65R-01	-1428.27663	-705.1918553	-2133.468485	LGG
TCGA-FG-A60J-01	-1023.824411	-47.2114625	-1071.035874	LGG
TCGA-FG-8189-01	-1503.460065	-1492.020639	-2995.480703	LGG
TCGA-P5-A5EY-01	-994.7080828	-329.8764987	-1324.584582	LGG
TCGA-HT-7882-01	1478.713075	1958.996355	3437.709429	LGG
TCGA-HT-8011-01	-1338.48383	-481.0627961	-1819.546626	LGG
TCGA-DU-6394-01	-1410.877879	-517.9908441	-1928.868723	LGG
TCGA-WY-A859-01	-1590.415449	-1203.800132	-2794.215581	LGG
TCGA-WY-A85B-01	-921.243927	501.2110619	-420.0328651	LGG
TCGA-S9-A6UB-01	-1812.395323	-1159.065842	-2971.461165	LGG
TCGA-S9-A6U6-01	-1278.742165	-368.8117492	-1647.553915	LGG
TCGA-DU-8168-01	-1778.304126	-1053.178647	-2831.482772	LGG
TCGA-DU-7290-01	-276.8060804	1154.087215	877.2811347	LGG
TCGA-DU-6407-01	-1152.913379	-330.0143274	-1482.927706	LGG
TCGA-HT-7601-01	-182.5706535	1316.333274	1133.762621	LGG
TCGA-DU-6403-01	-997.7059461	380.4333846	-617.2725615	LGG
TCGA-DB-A64R-01	-1565.283414	-1086.840055	-2652.123469	LGG
TCGA-E1-A7YQ-01	-45.5485417	1318.030311	1272.481769	LGG
TCGA-DU-6405-01	-1170.473869	-13.7337427	-1184.207611	LGG
TCGA-HW-7487-01	-1548.110993	-1003.091786	-2551.202779	LGG
TCGA-S9-A7R2-01	-508.5196831	881.6239892	373.1043061	LGG
TCGA-S9-A7J1-01	-1244.827262	-464.5561951	-1709.383457	LGG
TCGA-P5-A72X-01	-928.3571761	-380.8968735	-1309.25405	LGG
TCGA-E1-A7YJ-01	-979.4218987	612.0407511	-367.3811476	LGG
TCGA-HT-7690-01	-471.6660623	707.8485964	236.1825341	LGG
TCGA-HT-8105-01	-1392.446843	-509.9270164	-1902.37386	LGG
TCGA-E1-A7YY-01	-1212.000095	-866.5962472	-2078.596342	LGG
TCGA-HT-A619-01	-1689.576731	-1066.827941	-2756.404672	LGG
TCGA-DU-6400-01	-1562.723965	-721.8593443	-2284.583309	LGG
TCGA-P5-A737-01	-1461.344178	-565.5038334	-2026.848012	LGG
TCGA-RY-A83Y-01	-1351.116074	-67.1610293	-1418.277103	LGG
TCGA-HT-8564-01	-936.3538625	-199.2966984	-1135.650561	LGG
TCGA-HT-7686-01	-525.2979391	1187.045314	661.7473749	LGG
TCGA-E1-A7YM-01	-1296.544775	-372.9880384	-1669.532814	LGG
TCGA-DH-A66F-01	-1465.616031	-667.4917479	-2133.107779	LGG
TCGA-S9-A6UA-01	127.1499006	1474.81411	1601.96401	LGG
TCGA-FG-A87N-01	-1467.059035	-476.8964576	-1943.955492	LGG
TCGA-VV-A829-01	-1180.082228	-22.9440797	-1203.026308	LGG
