ID	Stromal_score	Immune_score	ESTIMATE_score	CancerType
TCGA-14-0787-01	-778.1430027	701.7833491	-76.3596536	GBM
TCGA-12-0618-01	-1144.666472	-456.924909	-1601.591381	GBM
TCGA-27-2524-01	-253.3337756	792.5624311	539.2286554	GBM
TCGA-08-0386-01	-796.3575759	-321.3074412	-1117.665017	GBM
TCGA-06-0190-01	444.9968355	1294.375189	1739.372025	GBM
TCGA-06-0745-01	-314.4376796	820.6659167	506.2282371	GBM
TCGA-26-5135-01	-260.2380873	664.1396202	403.9015329	GBM
TCGA-41-3915-01	160.7505341	1130.329633	1291.080167	GBM
TCGA-27-1831-01	65.6675175	1074.284572	1139.95209	GBM
TCGA-28-1753-01	318.3495092	1301.02838	1619.377889	GBM
TCGA-12-5295-01	-466.4819149	1110.873944	644.3920289	GBM
TCGA-28-5204-01	-756.4063431	401.6040247	-354.8023184	GBM
TCGA-06-2569-01	-261.5300567	-1106.816228	-1368.346285	GBM
TCGA-27-1830-01	-10.5826877	844.544537	833.9618494	GBM
TCGA-06-2559-01	-632.2671483	310.0997157	-322.1674326	GBM
TCGA-06-0139-01	1050.337037	2619.67735	3670.014387	GBM
TCGA-27-2526-01	-761.2448762	891.2351666	129.9902903	GBM
TCGA-06-5856-01	-314.3960195	542.0920711	227.6960517	GBM
TCGA-06-5418-01	-481.914717	872.5083132	390.5935962	GBM
TCGA-06-5414-01	-474.6316374	1121.452666	646.8210281	GBM
TCGA-06-5417-01	-1087.58795	-320.2442371	-1407.832187	GBM
TCGA-26-5134-01	-882.4956697	113.1484712	-769.3471985	GBM
TCGA-76-4925-01	-1063.500353	-363.4904047	-1426.990758	GBM
TCGA-06-5413-01	147.6732818	1003.283727	1150.957009	GBM
TCGA-06-0646-01	-213.4979994	1066.990517	853.4925172	GBM
TCGA-12-3650-01	-897.0486541	312.1761454	-584.8725087	GBM
TCGA-12-0616-01	-708.2380345	593.5408013	-114.6972332	GBM
TCGA-28-5215-01	129.3866059	805.2769197	934.6635256	GBM
TCGA-19-2620-01	-552.126821	294.2421693	-257.8846517	GBM
TCGA-16-0846-01	-421.3584297	1037.891634	616.5332044	GBM
TCGA-02-0047-01	-134.5771316	853.38528	718.8081484	GBM
TCGA-19-2624-01	-1442.89583	-783.5912048	-2226.487035	GBM
TCGA-32-1982-01	53.4478847	1242.930672	1296.378557	GBM
TCGA-27-1835-01	-1026.312173	-529.8411737	-1556.153347	GBM
TCGA-06-0747-01	-1287.267005	-179.5483056	-1466.815311	GBM
TCGA-28-5220-01	-633.5917006	677.4427917	43.8510911	GBM
TCGA-14-0817-01	-33.1762522	1487.080478	1453.904225	GBM
TCGA-06-2570-01	-559.639041	839.928358	280.2893169	GBM
TCGA-41-4097-01	231.253439	956.3910393	1187.644478	GBM
TCGA-06-0211-01	-449.3654005	652.2685778	202.9031773	GBM
TCGA-02-2483-01	-533.4348924	543.149992	9.7150996	GBM
TCGA-76-4931-01	-1221.539165	-208.9742985	-1430.513463	GBM
TCGA-06-0156-01	-263.3322785	1043.85407	780.521791	GBM
TCGA-27-2523-01	-1111.831895	-60.5532303	-1172.385125	GBM
TCGA-27-1837-01	-703.1003708	555.8085847	-147.2917862	GBM
TCGA-06-0744-01	-830.4348603	131.6916915	-698.7431688	GBM
TCGA-06-0750-01	126.2264807	931.0862862	1057.312767	GBM
TCGA-32-5222-01	-350.0861263	1112.708195	762.6220686	GBM
TCGA-27-2519-01	-52.1632293	1286.305002	1234.141773	GBM
TCGA-12-0821-01	-723.4892865	-158.1527593	-881.6420458	GBM
TCGA-19-2619-01	-712.5058702	-109.616982	-822.1228522	GBM
TCGA-12-0619-01	-271.2546396	1180.22453	908.9698907	GBM
TCGA-28-5213-01	563.2314025	1877.762618	2440.99402	GBM
TCGA-14-0789-01	-71.1730741	1450.071751	1378.898677	GBM
TCGA-28-5209-01	-799.2378848	-95.05227	-894.2901547	GBM
TCGA-28-5218-01	991.0030633	1620.871621	2611.874684	GBM
TCGA-28-2514-01	-835.4131997	-6.7423717	-842.1555714	GBM
TCGA-06-5859-01	-410.198182	912.8165245	502.6183425	GBM
TCGA-28-2509-01	-787.2579758	566.3410176	-220.9169582	GBM
TCGA-14-1825-01	-1125.177405	-216.3745583	-1341.551963	GBM
TCGA-19-4065-01	60.6561594	1472.994282	1533.650442	GBM
TCGA-02-2485-01	-810.7436952	-52.9236334	-863.6673286	GBM
TCGA-12-1597-01	-715.9094537	321.1344396	-394.7750142	GBM
TCGA-28-1747-01	-663.904509	1043.036856	379.1323466	GBM
TCGA-28-2499-01	-747.8998532	417.6222915	-330.2775617	GBM
TCGA-06-0649-01	199.9350158	1279.773676	1479.708691	GBM
TCGA-06-2564-01	-437.0742281	741.6505994	304.5763713	GBM
TCGA-06-5408-01	-723.3202466	159.2405049	-564.0797417	GBM
TCGA-27-1832-01	-1.8547538	1299.292706	1297.437952	GBM
TCGA-14-1829-01	135.8280054	1104.084891	1239.912896	GBM
TCGA-32-2615-01	-228.5487387	886.9809146	658.4321759	GBM
TCGA-06-0158-01	-549.5415619	758.4863856	208.9448237	GBM
TCGA-06-2558-01	-341.5525634	429.0510144	87.498451	GBM
TCGA-28-5216-01	-334.153756	447.0573362	112.9035802	GBM
TCGA-28-5207-01	-204.1982851	348.2358318	144.0375467	GBM
TCGA-41-2572-01	-526.6091127	532.0725482	5.4634356	GBM
TCGA-06-0130-01	1010.184515	2399.14066	3409.325174	GBM
TCGA-06-5416-01	-1301.262029	-571.7742783	-1873.036308	GBM
TCGA-06-0168-01	119.9255217	1169.121119	1289.046641	GBM
TCGA-02-0055-01	1001.996086	1539.478369	2541.474456	GBM
TCGA-06-5415-01	-838.3963549	-78.3257917	-916.7221466	GBM
TCGA-06-5411-01	-449.1171844	438.8656417	-10.2515427	GBM
TCGA-26-5139-01	-479.1650437	529.0238752	49.8588315	GBM
TCGA-76-4928-01	-316.0373389	889.6649554	573.6276165	GBM
TCGA-06-0644-01	494.8226253	1169.311481	1664.134106	GBM
TCGA-14-0871-01	-745.6324578	-985.1166072	-1730.749065	GBM
TCGA-32-2632-01	-104.665278	1316.750186	1212.084908	GBM
TCGA-06-0882-01	-168.7861954	1184.61147	1015.825274	GBM
TCGA-19-2625-01	-772.0426746	192.0182262	-580.0244484	GBM
TCGA-32-1980-01	130.4268711	1248.813647	1379.240518	GBM
TCGA-27-1834-01	-392.5261775	1033.669744	641.1435662	GBM
TCGA-41-2571-01	-1036.469827	-13.6821481	-1050.151975	GBM
TCGA-14-0781-01	230.4228523	1092.889185	1323.312037	GBM
TCGA-06-0157-01	-278.7041466	588.1578923	309.4537457	GBM
TCGA-12-3653-01	-889.4644427	578.1605413	-311.3039013	GBM
TCGA-76-4926-01	-875.2222685	46.6697054	-828.5525631	GBM
TCGA-26-5133-01	-1007.270334	-444.269779	-1451.540113	GBM
TCGA-06-2562-01	-204.9996027	713.4637852	508.4641825	GBM
TCGA-27-2521-01	-1051.362377	-403.1538853	-1454.516262	GBM
TCGA-41-5651-01	-1130.99048	-622.4169844	-1753.407464	GBM
TCGA-06-0210-01	-382.1377216	1213.410909	831.273187	GBM
TCGA-19-5960-01	-1422.609073	-820.1088576	-2242.717931	GBM
TCGA-06-0686-01	-677.757114	236.3849054	-441.3722087	GBM
TCGA-06-2563-01	-619.8421679	329.8001244	-290.0420435	GBM
TCGA-15-1444-01	-368.367781	878.7775166	510.4097356	GBM
TCGA-32-4213-01	331.8730888	1414.598616	1746.471705	GBM
TCGA-15-0742-01	-1132.6883	-173.7293736	-1306.417673	GBM
TCGA-06-0187-01	-472.5681637	759.9838274	287.4156637	GBM
TCGA-19-1390-01	-1364.073964	-360.5276633	-1724.601627	GBM
TCGA-06-2557-01	-165.9441994	1659.55226	1493.608061	GBM
TCGA-06-0878-01	-205.3736053	1012.551285	807.1776798	GBM
TCGA-06-0129-01	-935.9472205	960.3456537	24.3984332	GBM
TCGA-16-1045-01	397.8096539	1647.312085	2045.121738	GBM
TCGA-06-2567-01	-289.8680984	1068.88416	779.016061	GBM
TCGA-32-2616-01	-698.4441348	450.9151568	-247.528978	GBM
TCGA-06-0138-01	102.1752818	1145.78595	1247.961232	GBM
TCGA-28-5208-01	-317.2423887	594.2999644	277.0575757	GBM
TCGA-06-1804-01	-655.2287944	78.4365326	-576.7922618	GBM
TCGA-14-2554-01	-243.2232057	1001.664967	758.4417608	GBM
TCGA-27-2528-01	-429.9617358	-433.8104917	-863.7722275	GBM
TCGA-06-5858-01	-308.3462152	633.8678996	325.5216844	GBM
TCGA-06-0178-01	-459.381865	817.4674965	358.0856315	GBM
TCGA-14-1823-01	-104.462294	1386.002316	1281.540022	GBM
TCGA-06-0743-01	-570.431863	493.9924398	-76.4394232	GBM
TCGA-DQ-5624-01	-275.3132871	678.6917667	403.3784796	HNSCC
TCGA-DQ-7591-01	-1271.982024	1583.554839	311.5728155	HNSCC
TCGA-CV-5976-01	-726.6657702	248.2454241	-478.4203461	HNSCC
TCGA-CV-6948-01	-998.5627068	671.9184012	-326.6443055	HNSCC
TCGA-CV-A6K0-01	220.59429	1690.648095	1911.242385	HNSCC
TCGA-BA-6870-01	-805.529077	1059.598122	254.0690449	HNSCC
TCGA-CV-6955-01	-1205.541648	1325.264808	119.7231598	HNSCC
TCGA-P3-A5Q6-01	-77.1460619	206.5631346	129.4170726	HNSCC
TCGA-QK-A64Z-01	-826.339959	377.3703854	-448.9695736	HNSCC
TCGA-IQ-A61O-01	1212.273068	987.8657253	2200.138794	HNSCC
TCGA-CQ-5327-01	-403.8579286	1605.421531	1201.563603	HNSCC
TCGA-CR-7374-01	-974.3943849	590.0789345	-384.3154504	HNSCC
TCGA-P3-A6T0-01	-1044.981691	-247.7032536	-1292.684944	HNSCC
TCGA-CN-5361-01	465.2728868	622.8107594	1088.083646	HNSCC
TCGA-CR-7370-01	-546.9115171	171.4685393	-375.4429778	HNSCC
TCGA-CN-5365-01	-851.5750715	1070.183873	218.6088018	HNSCC
TCGA-MT-A7BN-01	-25.5986571	1436.483031	1410.884374	HNSCC
TCGA-CV-6956-01	-1405.753714	-755.8409572	-2161.594671	HNSCC
TCGA-DQ-5631-01	-798.3689476	-45.47805	-843.8469976	HNSCC
TCGA-CR-7369-01	-475.0436828	592.3680225	117.3243397	HNSCC
TCGA-QK-A6IG-01	-680.7533377	933.9471528	253.1938151	HNSCC
TCGA-CV-7261-01	-270.2015094	290.8494503	20.6479409	HNSCC
TCGA-T2-A6X2-01	-378.5286322	1005.581845	627.053213	HNSCC
TCGA-CR-6492-01	-743.1711585	868.7775978	125.6064393	HNSCC
TCGA-QK-A6IF-01	-851.5161171	2092.207371	1240.691254	HNSCC
TCGA-HD-7753-01	-334.2739883	632.4337439	298.1597556	HNSCC
TCGA-BA-5559-01	130.2017484	2285.516184	2415.717932	HNSCC
TCGA-CV-6943-01	963.8711467	2437.002889	3400.874035	HNSCC
TCGA-CQ-7068-01	-857.9409969	1782.254512	924.3135147	HNSCC
TCGA-CV-5444-01	901.782228	1513.167513	2414.949741	HNSCC
TCGA-CR-7395-01	175.1619901	1933.730909	2108.892899	HNSCC
TCGA-CN-6022-01	192.8004606	1209.890546	1402.691007	HNSCC
TCGA-CV-6952-01	-782.9849346	882.3347152	99.3497806	HNSCC
TCGA-CV-A45P-01	-1272.627775	168.7572527	-1103.870523	HNSCC
TCGA-CQ-6228-01	-607.7289448	169.4205562	-438.3083887	HNSCC
TCGA-CV-A6JN-01	-966.5476653	1093.48442	126.9367546	HNSCC
TCGA-CR-7380-01	120.7806545	776.8755927	897.6562472	HNSCC
TCGA-DQ-7594-01	-773.87459	1364.819616	590.9450264	HNSCC
TCGA-HD-7917-01	-1129.665548	-112.6535367	-1242.319084	HNSCC
TCGA-BA-5152-01	-447.7537128	1552.756212	1105.0025	HNSCC
TCGA-UF-A7JJ-01	653.8647831	1865.467376	2519.332159	HNSCC
TCGA-CN-5366-01	-95.7979746	790.3059706	694.507996	HNSCC
TCGA-CQ-7071-01	-262.0333008	1007.978393	745.9450923	HNSCC
TCGA-CV-6933-01	-279.8244199	1207.803814	927.9793943	HNSCC
TCGA-BA-7269-01	-181.6389328	399.3428926	217.7039598	HNSCC
TCGA-MZ-A5BI-01	-547.0069401	2209.653156	1662.646216	HNSCC
TCGA-UF-A7JF-01	-1165.308873	799.7016087	-365.6072639	HNSCC
TCGA-CV-6937-01	-572.3671517	277.9566913	-294.4104604	HNSCC
TCGA-IQ-7631-01	256.0450479	-150.938798	105.10625	HNSCC
TCGA-CR-6471-01	-55.3504022	1478.386976	1423.036574	HNSCC
TCGA-TN-A7HL-01	-625.6220587	2429.757824	1804.135765	HNSCC
TCGA-CN-4742-01	303.9219847	781.2960374	1085.218022	HNSCC
TCGA-CR-7392-01	720.1446288	1832.986619	2553.131248	HNSCC
TCGA-CR-6480-01	-1672.149295	512.6567076	-1159.492587	HNSCC
TCGA-CV-6942-01	479.5674669	2015.826596	2495.394063	HNSCC
TCGA-CV-A45W-01	-303.8909569	1577.79078	1273.899823	HNSCC
TCGA-BA-6871-01	412.8741664	1017.338007	1430.212173	HNSCC
TCGA-CN-6017-01	858.2541502	2557.911058	3416.165208	HNSCC
TCGA-QK-A8Z8-01	-1455.558398	-21.7764402	-1477.334838	HNSCC
TCGA-CQ-5326-01	-417.8385953	983.4309962	565.5924009	HNSCC
TCGA-KU-A66T-01	-1724.478817	-376.7313691	-2101.210186	HNSCC
TCGA-CX-7086-01	-1463.11518	203.3218799	-1259.7933	HNSCC
TCGA-CN-5356-01	-237.3706931	339.998935	102.6282418	HNSCC
TCGA-D6-6826-01	276.182901	1599.463955	1875.646856	HNSCC
TCGA-CN-6998-01	-1078.510612	416.3110838	-662.1995281	HNSCC
TCGA-BB-7866-01	-767.4990245	1297.205029	529.7060046	HNSCC
TCGA-HD-7832-01	-880.0410063	711.7018465	-168.3391598	HNSCC
TCGA-CV-6436-01	-651.7699933	1551.066637	899.2966435	HNSCC
TCGA-CV-7097-01	197.2642948	1169.933179	1367.197474	HNSCC
TCGA-CN-A63U-01	-1678.026574	-360.6897762	-2038.71635	HNSCC
TCGA-CR-6467-01	-914.0664385	1993.852105	1079.785667	HNSCC
TCGA-CN-6988-01	-1662.7303	-591.3069928	-2254.037292	HNSCC
TCGA-DQ-7596-01	-1429.842164	1193.531808	-236.3103563	HNSCC
TCGA-CV-5970-01	-145.8054743	636.5079207	490.7024464	HNSCC
TCGA-CV-7425-01	-650.2055541	981.6067997	331.4012455	HNSCC
TCGA-CN-4733-01	911.4900574	2640.368394	3551.858451	HNSCC
TCGA-CR-5243-01	-285.0947742	1006.138665	721.0438906	HNSCC
TCGA-MT-A51W-01	-1064.643864	644.8759437	-419.7679202	HNSCC
TCGA-DQ-7592-01	-375.2768843	707.3479782	332.0710939	HNSCC
TCGA-CN-4722-01	16.9931544	408.205745	425.1988994	HNSCC
TCGA-HD-A633-01	-983.8573287	195.6153816	-788.2419471	HNSCC
TCGA-CV-7238-01	-383.2882982	1253.556041	870.2677431	HNSCC
TCGA-CN-5367-01	-503.4507914	687.5029771	184.0521857	HNSCC
TCGA-D6-A74Q-01	-902.7481363	703.8410562	-198.9070801	HNSCC
TCGA-CR-5250-01	-735.3238664	1020.432354	285.1084877	HNSCC
TCGA-CV-7437-01	-1212.259949	-73.866188	-1286.126137	HNSCC
TCGA-D6-A6EO-01	-1172.245225	-151.7844748	-1324.0297	HNSCC
TCGA-F7-A61W-01	-1533.948514	-271.9628336	-1805.911348	HNSCC
TCGA-CV-7446-01	-894.5182578	4.9897706	-889.5284873	HNSCC
TCGA-P3-A6T3-01	-1138.76111	-163.6919617	-1302.453071	HNSCC
TCGA-CV-A468-01	474.2278546	1935.612677	2409.840531	HNSCC
TCGA-QK-A6V9-01	-1704.306828	1197.456489	-506.8503386	HNSCC
TCGA-IQ-A61I-01	-1369.402919	1188.322399	-181.0805198	HNSCC
TCGA-CV-A6K2-01	-711.3964002	863.9220569	152.5256566	HNSCC
TCGA-HD-A6I0-01	-595.2234506	1124.913336	529.6898848	HNSCC
TCGA-CV-6962-01	-1461.753125	-685.4450229	-2147.198147	HNSCC
TCGA-UF-A7JT-01	-28.766433	1983.882005	1955.115572	HNSCC
TCGA-CR-7379-01	100.1979821	714.5028247	814.7008068	HNSCC
TCGA-CN-A6V3-01	-1115.412076	893.3281152	-222.0839607	HNSCC
TCGA-UF-A7JC-01	-1372.595543	-319.71168	-1692.307223	HNSCC
TCGA-CN-5373-01	327.9919083	1490.073532	1818.065441	HNSCC
TCGA-D6-6827-01	-966.5185996	70.7316809	-895.7869187	HNSCC
TCGA-CN-4725-01	-1001.963861	-162.649384	-1164.613245	HNSCC
TCGA-BA-5149-01	-695.1656475	456.6188766	-238.5467709	HNSCC
TCGA-CV-6003-01	-1278.204047	98.8883109	-1179.315736	HNSCC
TCGA-WA-A7GZ-01	-1018.433848	-147.731074	-1166.164922	HNSCC
TCGA-CN-5374-01	-1064.186852	1590.306537	526.1196843	HNSCC
TCGA-IQ-A6SG-01	-1285.918951	-207.7398076	-1493.658759	HNSCC
TCGA-CN-4731-01	-538.2223375	441.1977912	-97.0245463	HNSCC
TCGA-BA-4075-01	-700.7963068	712.0860975	11.2897907	HNSCC
TCGA-CN-4735-01	-322.5771181	1477.528939	1154.95182	HNSCC
TCGA-CV-7423-01	-922.1928406	-108.1231757	-1030.316016	HNSCC
TCGA-MZ-A7D7-01	-1589.667578	-281.4491149	-1871.116693	HNSCC
TCGA-CV-7099-01	-904.7298248	1212.312151	307.5823259	HNSCC
TCGA-F7-A50I-01	-807.5174138	655.8846664	-151.6327474	HNSCC
TCGA-CV-7253-01	-1864.639475	-431.7851438	-2296.424619	HNSCC
TCGA-CV-7432-01	-1177.879108	124.1109759	-1053.768132	HNSCC
TCGA-D6-6515-01	810.269597	2229.91639	3040.185987	HNSCC
TCGA-CV-7236-01	-195.4588074	518.5857128	323.1269054	HNSCC
TCGA-4P-AA8J-01	319.3239268	1163.886472	1483.210399	HNSCC
TCGA-BA-4076-01	-1393.803838	-82.0487323	-1475.85257	HNSCC
TCGA-IQ-A61H-01	-508.7683089	127.3514967	-381.4168122	HNSCC
TCGA-BA-A6DJ-01	-707.0291201	1194.417817	487.3886973	HNSCC
TCGA-DQ-7590-01	150.4069972	2596.672583	2747.07958	HNSCC
TCGA-CN-4736-01	405.7960933	1805.949641	2211.745734	HNSCC
TCGA-D6-6517-01	-768.9726034	876.703088	107.7304846	HNSCC
TCGA-CN-A63W-01	-1258.153512	154.9714944	-1103.182018	HNSCC
TCGA-CR-7398-01	-319.0155073	324.4083383	5.392831	HNSCC
TCGA-BB-7870-01	-1754.270337	-75.173725	-1829.444062	HNSCC
TCGA-CV-7435-01	850.7777727	1021.534908	1872.312681	HNSCC
TCGA-HD-8634-01	-1148.396114	402.6182439	-745.7778695	HNSCC
TCGA-T2-A6WX-01	-766.1134665	1993.188413	1227.074947	HNSCC
TCGA-P3-A6T5-01	-519.3898986	536.7819317	17.3920331	HNSCC
TCGA-P3-A6SW-01	-711.9136746	1307.849796	595.936121	HNSCC
TCGA-CV-7429-01	-318.1121596	759.2447786	441.132619	HNSCC
TCGA-CN-6994-01	-274.523402	567.4025541	292.8791521	HNSCC
TCGA-P3-A6T6-01	-1620.500871	-290.5823579	-1911.083229	HNSCC
TCGA-BA-6869-01	-1513.277388	302.9144305	-1210.362958	HNSCC
TCGA-CQ-5323-01	-1004.211786	623.1160366	-381.0957494	HNSCC
TCGA-CV-5435-01	-934.81155	-336.4976368	-1271.309187	HNSCC
TCGA-CQ-5332-01	-144.878557	96.3362756	-48.5422814	HNSCC
TCGA-F7-A622-01	-1286.045533	22.9164827	-1263.12905	HNSCC
TCGA-CQ-A4CI-01	-655.1328928	-536.7342749	-1191.867168	HNSCC
TCGA-CN-6021-01	-909.8230504	445.7798786	-464.0431719	HNSCC
TCGA-C9-A480-01	-1305.868597	493.8080264	-812.0605708	HNSCC
TCGA-RS-A6TO-01	-414.3084164	928.513039	514.2046226	HNSCC
TCGA-CR-7402-01	-950.4803802	553.0560367	-397.4243436	HNSCC
TCGA-CN-A63T-01	-429.4607726	1250.085334	820.6245615	HNSCC
TCGA-CV-7247-01	-733.6029419	-334.7939785	-1068.39692	HNSCC
TCGA-BB-4228-01	-541.0284614	611.3971315	70.3686701	HNSCC
TCGA-CV-5979-01	-1096.10312	245.8675825	-850.2355378	HNSCC
TCGA-BA-A4IH-01	-639.1747083	526.940105	-112.2346032	HNSCC
TCGA-CV-7243-01	-210.8398452	-96.0902069	-306.9300521	HNSCC
TCGA-D6-A6EP-01	-35.1567228	60.1086653	24.9519425	HNSCC
TCGA-CQ-A4CE-01	-1082.457952	681.6694676	-400.7884844	HNSCC
TCGA-CV-7407-01	-990.6878204	1265.357589	274.6697688	HNSCC
TCGA-CV-7248-01	-434.4620561	951.0267897	516.5647336	HNSCC
TCGA-CV-7252-01	-288.6803819	775.8387455	487.1583637	HNSCC
TCGA-CQ-7063-01	-612.3871909	1774.391791	1162.0046	HNSCC
TCGA-CV-7101-01	-535.2458303	1071.648485	536.4026544	HNSCC
TCGA-BA-A4IG-01	-1575.092872	647.0497381	-928.0431339	HNSCC
TCGA-CR-7377-01	563.546525	1880.337107	2443.883633	HNSCC
TCGA-CR-6473-01	-1328.034202	94.2141075	-1233.820095	HNSCC
TCGA-BA-5556-01	-401.9648468	1963.694181	1561.729334	HNSCC
TCGA-CV-A6JE-01	-189.556201	1294.565311	1105.00911	HNSCC
TCGA-CQ-6220-01	-952.7890074	615.1539445	-337.6350629	HNSCC
TCGA-CN-4729-01	-465.0369342	534.2854213	69.2484871	HNSCC
TCGA-QK-A8ZB-01	-517.7362306	339.8136757	-177.9225548	HNSCC
TCGA-CN-5355-01	84.1867078	412.3383573	496.5250651	HNSCC
TCGA-H7-A6C4-01	-589.5159214	845.8773996	256.3614782	HNSCC
TCGA-CQ-6218-01	-296.5785341	889.2231242	592.6445901	HNSCC
TCGA-BB-A5HZ-01	-714.794698	-102.8266203	-817.6213183	HNSCC
TCGA-CN-4737-01	21.0203654	448.548205	469.5685704	HNSCC
TCGA-CV-5443-01	-284.655445	1806.496343	1521.840898	HNSCC
TCGA-CQ-6229-01	-512.4343154	732.5010162	220.0667008	HNSCC
TCGA-CR-6484-01	562.2617366	2062.856451	2625.118188	HNSCC
TCGA-CN-6018-01	218.6963027	1427.075835	1645.772138	HNSCC
TCGA-BA-A6DI-01	-1405.657453	84.2109881	-1321.446465	HNSCC
TCGA-CV-6951-01	-1098.578672	-240.584358	-1339.16303	HNSCC
TCGA-CR-7383-01	375.246772	1477.7584	1853.005172	HNSCC
TCGA-CN-6013-01	-253.8855024	2112.836907	1858.951405	HNSCC
TCGA-BB-A5HY-01	-1265.090281	8.3833547	-1256.706926	HNSCC
TCGA-HD-7831-01	991.4971592	557.2413064	1548.738466	HNSCC
TCGA-BA-4074-01	-7.7536556	634.5630615	626.8094059	HNSCC
TCGA-F7-8489-01	-543.551677	1548.291805	1004.740128	HNSCC
TCGA-CV-5434-01	433.8602866	1155.734755	1589.595041	HNSCC
TCGA-CQ-6223-01	-1121.308672	801.9921143	-319.3165573	HNSCC
TCGA-CV-6938-01	-432.3213883	1860.195765	1427.874377	HNSCC
TCGA-IQ-A61E-01	-757.693183	856.494338	98.8011551	HNSCC
TCGA-QK-A6VB-01	-1284.847601	-344.0141219	-1628.861723	HNSCC
TCGA-CN-A499-01	-975.6522526	1499.60362	523.9513672	HNSCC
TCGA-CQ-7067-01	-571.1491946	731.2731765	160.1239819	HNSCC
TCGA-CR-6472-01	-807.8182566	98.5257817	-709.2924748	HNSCC
TCGA-CR-7373-01	-595.6993881	1551.575991	955.8766025	HNSCC
TCGA-F7-A620-01	-576.7067207	1593.516945	1016.810224	HNSCC
TCGA-CN-4723-01	-397.9003223	830.5107395	432.6104173	HNSCC
TCGA-IQ-A61J-01	-58.5331635	939.0562389	880.5230754	HNSCC
TCGA-DQ-5625-01	-282.0957759	1728.325339	1446.229563	HNSCC
TCGA-CV-A45X-01	-1363.035337	205.2509177	-1157.784419	HNSCC
TCGA-UF-A71D-01	-1489.441621	-41.7173257	-1531.158946	HNSCC
TCGA-CR-7388-01	-86.4933335	1484.649378	1398.156044	HNSCC
TCGA-UF-A7JD-01	314.4348247	247.1303152	561.5651399	HNSCC
TCGA-DQ-5630-01	441.2340865	1723.002293	2164.23638	HNSCC
TCGA-UF-A7JV-01	-378.1572855	1381.497063	1003.339777	HNSCC
TCGA-BA-6872-01	-478.9729679	487.5903918	8.6174239	HNSCC
TCGA-CQ-5325-01	506.9104465	2382.450939	2889.361385	HNSCC
TCGA-MT-A67A-01	-1148.480166	566.5067097	-581.9734566	HNSCC
TCGA-D6-A6EQ-01	-148.3796006	1240.612541	1092.23294	HNSCC
TCGA-CV-6945-01	-1084.829386	-109.2322723	-1194.061658	HNSCC
TCGA-CR-5248-01	-557.309552	2647.512629	2090.203077	HNSCC
TCGA-CV-5430-01	-529.7511365	1112.091076	582.3399393	HNSCC
TCGA-CV-7263-01	111.5399445	1014.906248	1126.446193	HNSCC
TCGA-T2-A6X0-01	-879.4258609	803.4512267	-75.9746342	HNSCC
TCGA-DQ-5629-01	-972.9773325	-409.1214904	-1382.098823	HNSCC
TCGA-CR-7368-01	-897.1902797	865.9932769	-31.1970028	HNSCC
TCGA-CQ-A4C6-01	-428.1989576	949.8862995	521.687342	HNSCC
TCGA-BB-4223-01	-865.480643	1451.145883	585.6652403	HNSCC
TCGA-H7-A76A-01	443.671802	2576.264122	3019.935924	HNSCC
TCGA-CN-A63V-01	240.6368757	372.476759	613.1136347	HNSCC
TCGA-CR-7397-01	862.9132055	953.3073656	1816.220571	HNSCC
TCGA-CN-6023-01	-790.134212	1403.419751	613.2855392	HNSCC
TCGA-CV-6953-01	-1002.046201	807.9577232	-194.0884778	HNSCC
TCGA-CQ-6224-01	822.280953	1233.592927	2055.87388	HNSCC
TCGA-CV-A6JO-01	-751.8902475	1296.216981	544.3267335	HNSCC
TCGA-CQ-6219-01	205.3577375	1623.089447	1828.447184	HNSCC
TCGA-DQ-7595-01	-1495.080417	41.2565451	-1453.823872	HNSCC
TCGA-CV-5973-01	-1358.946938	300.9763222	-1057.970616	HNSCC
TCGA-CN-5358-01	1439.532332	2446.460717	3885.993049	HNSCC
TCGA-H7-8501-01	2.0475915	2205.004982	2207.052573	HNSCC
TCGA-CR-7390-01	-528.7973547	9.6602267	-519.137128	HNSCC
TCGA-CN-5364-01	-450.987512	792.208539	341.221027	HNSCC
TCGA-CV-7438-01	-323.2206505	893.7259311	570.5052806	HNSCC
TCGA-CQ-6222-01	-208.5032796	1920.230759	1711.72748	HNSCC
TCGA-UF-A71E-01	-1222.606052	-388.4160714	-1611.022123	HNSCC
TCGA-CV-A45U-01	-1234.615495	265.7638485	-968.8516464	HNSCC
TCGA-UF-A719-01	-1520.141429	145.1716007	-1374.969828	HNSCC
TCGA-MT-A51X-01	-662.4358893	317.172674	-345.2632153	HNSCC
TCGA-CQ-7065-01	-1318.76575	-564.2727686	-1883.038519	HNSCC
TCGA-QK-AA3K-01	554.3099948	1116.730076	1671.040071	HNSCC
TCGA-UF-A71A-01	-328.3961777	-163.1479457	-491.5441234	HNSCC
TCGA-CR-7386-01	1206.151487	1835.080622	3041.232108	HNSCC
TCGA-CV-6936-01	-863.0266155	716.1595723	-146.8670432	HNSCC
TCGA-CN-6012-01	-558.3265074	1078.829313	520.5028053	HNSCC
TCGA-CN-A642-01	-580.5724803	1117.718395	537.1459143	HNSCC
TCGA-CV-A45Y-01	352.0862995	1649.737379	2001.823678	HNSCC
TCGA-CN-A641-01	-1387.703975	31.3611269	-1356.342848	HNSCC
TCGA-CV-A464-01	252.3002489	795.2596305	1047.559879	HNSCC
